pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Literacy rate In %,ESM3,2021,2020-21,78.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Literacy rate In %,ESM3,2022,2021-22,78.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Literacy rate In %,ESM3,2023,2022-23,78.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Literacy rate In %,ESM3,2024,2023-24,78.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Literacy rate In %,ESM3,2025,2024-25,78.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2014,2013-14,66.2,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2015,2014-15,70.91,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2016,2015-16,74.2,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2017,2016-17,76.1,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2018,2017-18,80.28,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2019,2018-19,82.75,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2020,2019-20,83.09,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2021,2020-21,81.04,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2022,2021-22,72.72,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2023,2022-23,73.86,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2024,2023-24,76.75,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,% schools with pupil teacher ratio< 30,ESM4,2025,2024-25,73.5,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2014,2013-14,5.2,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2015,2014-15,5.55,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2016,2015-16,6.41,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2017,2016-17,6.52,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2018,2017-18,7.51,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2019,2018-19,7.39,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2020,2019-20,5.21,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2021,2020-21,4.54,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2022,2021-22,4.95,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2023,2022-23,5.79,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2024,2023-24,4.17,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – upper primary In %,ESM5,2025,2024-25,5.81,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2014,2013-14,13.54,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2015,2014-15,21.61,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2016,2015-16,25.03,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2017,2016-17,24.08,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2018,2017-18,20.61,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2019,2018-19,23.84,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2020,2019-20,23.71,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2021,2020-21,23.31,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2022,2021-22,17.85,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2023,2022-23,23.28,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2024,2023-24,21.02,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Dropout rates – secondary In %,ESM6,2025,2024-25,16.93,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2015,2014-15,80.48,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2016,2015-16,80.15,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2017,2016-17,80,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2018,2017-18,81.64,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2019,2018-19,81.8,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2020,2019-20,82.7,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2021,2020-21,82.5,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2022,2021-22,77.2,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2023,2022-23,76.4,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2024,2023-24,76,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Male In %,ESM1,2025,2024-25,76,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2015,2014-15,66.02,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2016,2015-16,66.27,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2017,2016-17,68.04,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2018,2017-18,67.93,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2019,2018-19,69.5,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2020,2019-20,71.4,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2021,2020-21,74.1,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2022,2021-22,72.8,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2023,2022-23,71.3,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2024,2023-24,72.5,Actual
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2025,2024-25,73.3,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2014,2013-14,5.1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2015,2014-15,5,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2016,2015-16,5,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2017,2016-17,5,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2018,2017-18,5,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2019,2018-19,5.1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2020,2019-20,5.1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2021,2020-21,5.5,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2022,2021-22,5.2,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2023,2022-23,5.1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2024,2023-24,5.2,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India's Services GVA (%),SEM1,2025,2024-25,5.1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2015,2014-15,1,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2016,2015-16,1.39,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2017,2016-17,1.34,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2018,2017-18,1.26,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2019,2018-19,1.53,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2021,2020-21,1.38,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2022,2021-22,1.6,Actual
Thriving Economy - Earning Well,Services of the Future,Contribution to India’s Services exports (%),SEM2,2023,2022-23,1.51,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2014,2013-14,9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2015,2014-15,9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2016,2015-16,9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2017,2016-17,9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2018,2017-18,10,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2019,2018-19,11,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2020,2019-20,11,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2021,2020-21,12,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2022,2021-22,12,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2023,2022-23,13,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2014,2013-14,5.4,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2015,2014-15,6,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2016,2015-16,6.7,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2017,2016-17,7.5,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2018,2017-18,9.2,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2019,2018-19,10.9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2020,2019-20,12.9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2021,2020-21,13,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2022,2021-22,14.8,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Nurses and midwives per 10000,HM6,2023,2022-23,16.6,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2014,2013-14,43,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2015,2014-15,43,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2016,2015-16,41,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2017,2016-17,38,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2018,2017-18,36,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2019,2018-19,33,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2020,2019-20,29,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2021,2020-21,27,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2022,2021-22,25,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2023,2022-23,24,Actual
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Infant Mortality Ratio (for Rural),AIRM33,2024,2023-24,23,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2014,2013-14,69.7,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2015,2014-15,69.9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2016,2015-16,69.9,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2017,2016-17,70.5,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2018,2017-18,70.5,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2019,2018-19,70.5,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2020,2019-20,70.4,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2021,2020-21,70.4,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2022,2021-22,70.4,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2023,2022-23,70.4,Actual
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Life expectancy (years),HM1,2024,2023-24,70.4,Actual
