pillar,themes,macro_goal,mg_code,fy_numeric,fy_label,value,status
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2025,2024-25,76.9,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2026,2025-26,81.6079,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2027,2026-27,86.604,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2028,2027-28,91.906,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2029,2028-29,97.5326,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Rural Drinking water supply per capita (LPCD),AIRM39,2030,2029-30,103.5036,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2025,2024-25,77.09,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2026,2025-26,79.2898,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2027,2026-27,81.5523,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2028,2027-28,83.8794,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2029,2028-29,86.2729,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2030,2029-30,88.7347,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2031,2030-31,91.2667,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2032,2031-32,93.871,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2033,2032-33,96.5496,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2034,2033-34,99.3047,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Share of villages covered by surface based Multi Village Scheme (MVS),AIRM40,2035,2034-35,102.1383,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Yield of Vegetables (MT/ha),AIRM6,2025,2024-25,21.14,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Yield of Vegetables (MT/ha),AIRM6,2026,2025-26,22.329,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Yield of Vegetables (MT/ha),AIRM6,2027,2026-27,23.5848,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Yield of Vegetables (MT/ha),AIRM6,2028,2027-28,24.9112,Current_2047
Thriving Economy - Earning Well,"Agriculture, Irrigation and Rural Development",Yield of Vegetables (MT/ha),AIRM6,2029,2028-29,26.3123,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2025,2024-25,86.23,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2026,2025-26,87.2423,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2027,2026-27,88.2666,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2028,2027-28,89.3028,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2029,2028-29,90.3512,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2030,2029-30,91.412,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2031,2030-31,92.4851,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2032,2031-32,93.5709,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2033,2032-33,94.6694,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2034,2033-34,95.7808,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2035,2034-35,96.9053,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2036,2035-36,98.043,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2037,2036-37,99.194,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of households having access to piped drinking water - all cities,CAM1,2038,2037-38,100.3585,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Per capita water supply (municipal corporations),CAM2,2025,2024-25,167.72,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Per capita water supply (municipal corporations),CAM2,2026,2025-26,170.2667,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2025,2024-25,98,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2026,2025-26,88.5685,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2027,2026-27,80.0446,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2028,2027-28,72.3412,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2029,2028-29,65.379,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2030,2029-30,59.087,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2031,2030-31,53.4004,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Average AQI across all major cities,CAM4,2032,2031-32,48.2612,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of wastewater recycled or reused - all cities,CAM5,2025,2024-25,26.99,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of wastewater recycled or reused - all cities,CAM5,2026,2025-26,40.7477,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of wastewater recycled or reused - all cities,CAM5,2027,2026-27,61.5182,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of wastewater recycled or reused - all cities,CAM5,2028,2027-28,92.8761,Current_2047
Key Enablers,City Agglomerations: Vibrant Socio-Economic Epicenters,Percentage of wastewater recycled or reused - all cities,CAM5,2029,2028-29,140.2183,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2025,2024-25,73.3,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2026,2025-26,74.0707,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2027,2026-27,74.8496,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2028,2027-28,75.6366,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2029,2028-29,76.432,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2030,2029-30,77.2356,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2031,2030-31,78.0478,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2032,2031-32,78.8685,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2033,2032-33,79.6978,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2034,2033-34,80.5358,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2035,2034-35,81.3826,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2036,2035-36,82.2383,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2037,2036-37,83.1031,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2038,2037-38,83.9769,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2039,2038-39,84.8599,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2040,2039-40,85.7522,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2041,2040-41,86.6539,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2042,2041-42,87.5651,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2043,2042-43,88.4858,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2044,2043-44,89.4163,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2045,2044-45,90.3565,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2046,2045-46,91.3066,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2047,2046-47,92.2667,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2048,2047-48,93.2368,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2049,2048-49,94.2172,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2050,2049-50,95.2079,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2051,2050-51,96.209,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2052,2051-52,97.2207,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2053,2052-53,98.2429,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2054,2053-54,99.276,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,GER (secondary) - Female In %,ESM2,2055,2054-55,100.3199,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2023,2022-23,23.5,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2024,2023-24,25.23,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2025,2024-25,27.0874,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2026,2025-26,29.0814,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2027,2026-27,31.2223,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2028,2027-28,33.5208,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2029,2028-29,35.9885,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2030,2029-30,38.6379,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2031,2030-31,41.4823,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2032,2031-32,44.5361,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2033,2032-33,47.8147,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2034,2033-34,51.3347,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2035,2034-35,55.1138,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2036,2035-36,59.1711,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2037,2036-37,63.5271,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Higher Education - GER (tertiary) - ST,ESM8,2038,2037-38,68.2038,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2022,2021-22,0.9,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2023,2022-23,0.9133,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2024,2023-24,0.9269,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2025,2024-25,0.9406,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2026,2025-26,0.9546,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2027,2026-27,0.9688,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2028,2027-28,0.9831,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2029,2028-29,0.9977,Current_2047
Empowered Citizen - Living Well,Human Capital: Education and Skilling,Gender Parity Index,ESM9,2030,2029-30,1.0125,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2024,2023-24,1.55,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2025,2024-25,1.6735,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2026,2025-26,1.8069,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2027,2026-27,1.9509,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2028,2027-28,2.1064,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2029,2028-29,2.2742,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2030,2029-30,2.4554,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2031,2030-31,2.6511,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2032,2031-32,2.8624,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2033,2032-33,3.0905,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2034,2033-34,3.3368,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2035,2034-35,3.6027,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2036,2035-36,3.8898,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2037,2036-37,4.1998,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2038,2037-38,4.5345,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2039,2038-39,4.8959,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2040,2039-40,5.286,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2041,2040-41,5.7073,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2042,2041-42,6.1621,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2043,2042-43,6.6532,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2044,2043-44,7.1834,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2045,2044-45,7.7558,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Share of international tourist visits out of total footfall in the state,GTHM1,2046,2045-46,8.3739,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Ranking in number of foreign tourists in India,GTHM5,2025,2024-25,4,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Ranking in number of foreign tourists in India,GTHM5,2026,2025-26,3.5264,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Ranking in number of foreign tourists in India,GTHM5,2027,2026-27,3.1088,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Ranking in number of foreign tourists in India,GTHM5,2028,2027-28,2.7407,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Average annual footfall for Top 5 tourism spots,GTHM7,2025,2024-25,72.91,Current_2047
Thriving Economy - Earning Well,Gujarat as Tourism Hub,Average annual footfall for Top 5 tourism spots,GTHM7,2026,2025-26,98.9656,Current_2047
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2021,2020-21,1,Current_2047
Key Enablers,"Governance 2.0: Reform, Perform and Transform",Good Governance Index Rank (within group A),GVM1,2022,2021-22,0.2,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2023,2022-23,51,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2024,2023-24,46.2236,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2025,2024-25,41.8946,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2026,2025-26,37.971,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2027,2026-27,34.4149,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2028,2027-28,31.1918,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2029,2028-29,28.2706,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2030,2029-30,25.6229,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2031,2030-31,23.2232,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2032,2031-32,21.0483,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2033,2032-33,19.077,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2034,2033-34,17.2904,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2035,2034-35,15.6711,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2036,2035-36,14.2034,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2037,2036-37,12.8732,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2038,2037-38,11.6676,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2039,2038-39,10.5749,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2040,2039-40,9.5845,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2041,2040-41,8.6869,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2042,2041-42,7.8733,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2043,2042-43,7.1359,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2044,2043-44,6.4676,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2045,2044-45,5.8619,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2046,2045-46,5.3129,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Maternal Mortality Ratio (per lakh live births),HM2,2047,2046-47,4.8153,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2022,2021-22,35,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2023,2022-23,32.9767,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2024,2023-24,31.0703,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2025,2024-25,29.2742,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2026,2025-26,27.5819,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2027,2026-27,25.9874,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2028,2027-28,24.4851,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2029,2028-29,23.0696,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2030,2029-30,21.736,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2031,2030-31,20.4795,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2032,2031-32,19.2956,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2033,2032-33,18.1801,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2034,2033-34,17.1291,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2035,2034-35,16.1389,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2036,2035-36,15.2059,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2037,2036-37,14.3269,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2038,2037-38,13.4987,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2039,2038-39,12.7183,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2040,2039-40,11.9831,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2041,2040-41,11.2904,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2042,2041-42,10.6377,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2043,2042-43,10.0227,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2044,2043-44,9.4433,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2045,2044-45,8.8974,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2046,2045-46,8.3831,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Out-of-Pocket Expenditure (as % of Total Health Expenditure),HM4,2047,2046-47,7.8984,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2023,2022-23,13,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2024,2023-24,13.5422,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2025,2024-25,14.1069,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2026,2025-26,14.6952,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2027,2026-27,15.3081,Current_2047
Empowered Citizen - Living Well,Healthcare and Nutrition for all,Doctors per 10000 population,HM5,2028,2027-28,15.9465,Current_2047
